,NOME,VALOR,DETALHES,ENDEREÇO
932,Alugo Apartamento 3/4 no Condomínio Parque Cidade Jardim,R$ 2.380,"['3 quartos ', ' 76m² ', ' Condomínio: R$ 350 ', ' 1 vaga']",Capim Macio
933,Aluga-se Apartamento em tirol,R$ 1.350,"['2 quartos ', ' 0m² ', ' 1 vaga']",Tirol
934,"Apartamento para alugar com 4 dormitórios em Tirol, Natal cod:EI23003",R$ 2.550,"['4 quartos ', ' 306m² ', ' Condomínio: R$ 2.250 ', ' 3 vagas']",Tirol
935,Apto. Planalto 1/4 540 e 2/4 640 Com Água / Luz incluso,R$ 540,"['1 quarto ', ' 40m² ', ' 1 vaga']",Planalto
936,"Apartamento para alugar com 3 dormitórios em Tirol, Natal cod:AA-7173",R$ 2.020,"['3 quartos ', ' 110m² ', ' Condomínio: R$ 930 ', ' 2 vagas']",Tirol
937,( J)Alugo apartamento com 3 quartos em Capim Macio próximo à Av. Engenheiro Roberto Freire,R$ 1.600,"['2 quartos ', ' 66m² ', ' 1 vaga']",Capim Macio
938,Aluguel - Apartamento em Capim Macio - 3/4 Suíte - Olimpo,R$ 1.512,"['3 quartos ', ' 70m²']",Capim Macio
939,Residencial Safira (Alto Padrão) - Barro Vermelho,R$ 3.250,"['3 quartos ', ' 185m² ', ' 3 vagas']",Barro Vermelho
940,Aluguel Residencial Estrela do Atlântico - Ponta Negra Natal RN,R$ 2.140,"['1 quarto ', ' 59m² ', ' Condomínio: R$ 260 ', ' 1 vaga']",Ponta Negra
941,"Apartamento com 3 dormitórios para alugar, 75 m² por R$ 1.800/mês - Dix-Sept Rosado - Nata",R$ 1.800,"['3 quartos ', ' 75m² ', ' Condomínio: R$ 290 ', ' 2 vagas']",Candelária
942,LCCO0016 - Excelente cobertura no bairro de Barro Vermelho!,R$ 5.999,"['3 quartos ', ' 290m² ', ' 4 vagas']",Barro Vermelho
943,LCAP1863 - Ótimo apartamento no condomínio Ipojuca!,R$ 1.299,"['2 quartos ', ' 58m² ', ' 1 vaga']",Lagoa Nova
944,Flat mobiliado em ponta negra próximo do praia shopping incluso internet e tv a cabo,R$ 1.500,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
945,Áurea Guedes - Apartamentos de 2 Quartos em Ponta Negra-RN,R$ 299.999,"['3 quartos ', ' 67m² ', ' 2 vagas']",Ponta Negra
946,Linda Cobertura. Duplex moderna em Ponta negra,R$ 7.000,"['2 quartos ', ' 110m² ', ' 1 vaga']",Ponta Negra
947,Apartamento - Capim Macio,R$ 1.200,"['2 quartos ', ' 0m² ', ' 1 vaga']",Capim Macio
948,Apartamento em ponta negra mobiliado. Residencial Estrela do Atlântico,R$ 2.280,"['2 quartos ', ' 1 vaga']",Ponta Negra
949,ALUGO APARTAMENTO EM PONTA NEGRA CL5787,R$ 1.350,"['2 quartos ', ' 54m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
950,"Apartamento para alugar com 2 dormitórios em Planalto, Natal cod:8833",R$ 700,"['2 quartos ', ' 52m² ', ' 1 vaga']",Planalto
951,Alugo Kit net em Nova Descoberta,,['1 quarto'],Nova Descoberta
952,Apartamento em Ponta Negra - Mobiliado - 2/4 com suíte,R$ 1.900,"['2 quartos ', ' 63m² ', ' 1 vaga']",Ponta Negra
953,"Apartamento para alugar com 3 dormitórios em Capim macio, Natal cod:AA-7193",R$ 1.800,"['3 quartos ', ' 98m² ', ' Condomínio: R$ 655']",Capim Macio
954,"LmAP2184 Apartamento com 3 quartos, 189 m², Beira Mar",R$ 4.400,"['3 quartos ', ' 189m² ', ' 3 vagas']",Areia Preta
955,Ótimo apto 2/4 mobiliado em lagoa nova,R$ 1.700,"['2 quartos ', ' 1 vaga']",Lagoa Nova
956,Apartamento Tr~es suítes/Um por andar Loc 0807,R$ 4.200,"['3 quartos ', ' 230m² ', ' 2 vagas']",Petrópolis
957,KITNET MIRASSOL ,,['1 quarto'],Capim Macio
958,"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:5774",R$ 480,"['1 quarto ', ' 40m² ', ' Condomínio: R$ 130']",Alecrim
959,Flat de 2 quartos em Ponta Negra relativamente próximo do praia shopping Praia Shopping,R$ 1.400,"['2 quartos ', ' 50m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Capim Macio
960,Aluga-se apartamento no centro!,R$ 1.600,"['2 quartos ', ' 56m² ', ' 1 vaga']",Tirol
961,Kitnets no alto de candelária,R$ 500,"['1 quarto ', ' 0m²']",Candelária
962,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821182",R$ 1.005,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
963,"Apartamento para alugar com 3 dormitórios em Capim macio, Natal cod:8169",R$ 1.700,"['3 quartos ', ' 75m² ', ' 1 vaga']",Capim Macio
964,Apartamento em ponta negra mobiliado com 2/4 próximo da rota do sol,R$ 1.600,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
965,Sala comercial em Tirol,R$ 750,"['30m² ', ' 1 vaga']",Tirol
966,"Aluguel V 5m² 2/4 C suíte, Tirol ,Natal",R$ 1.400,"['2 quartos ', ' 56m² ', ' 1 vaga']",Tirol
967,Apartamento em cidade satélite- 2 quartos,R$ 620,"['2 quartos ', ' 40m² ', ' 1 vaga']",Pitimbu
968,Apartamento em tirol com 2/4 ao lado do nordestão da prudente de Moraes,R$ 1.500,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Tirol
969,"Ótima oportunidade, Apartamento no Satélite!",R$ 700,"['2 quartos ', ' 55m² ', ' 1 vaga']",Pitimbu
970,"Corais de Ponta Negra - Apto 3/4 com suíte de 97 m², 2 vagas por 2.200 o aluguel",R$ 2.200,"['3 quartos ', ' 97m² ', ' Condomínio: R$ 870 ', ' 2 vagas']",Ponta Negra
971,"Condomínio Vale do Assu - Apto 3/4 e 2 semi suítes 142 m², dependência, 2 vagas de 2.999",R$ 2.999,"['3 quartos ', ' 142m² ', ' Condomínio: R$ 330 ', ' 2 vagas']",Tirol
972,Alugo flat moderno e totalmente equipado,R$ 1.500,"['35m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
973,Estrela do Atlântico - Ponta Negra (Apartamentos novos),R$ 319.000,"['2 quartos ', ' 59m² ', ' 2 vagas']",Ponta Negra
974,Ótima Localização - Residencial Olimpo - com Mobília,R$ 1.600,"['2 quartos ', ' 67m² ', ' 1 vaga']",Capim Macio
975,Apartamento 3/4 mobiliado - Natture Condomínio Clube,R$ 2.600,"['3 quartos ', ' 75m² ', ' 2 vagas']",Candelária
976,Corais de Ponta Negra disponivel para locação ,R$ 2.200,"['3 quartos ', ' 2 vagas']",Ponta Negra
977,"Apartamento com 4 dormitórios para alugar, 239 m² por R$ 4.500,00/mês - Petrópolis - Natal",R$ 4.500,"['4 quartos ', ' 239m² ', ' 2 vagas']",Petrópolis
978,"Apartamento para alugar com 3 dormitórios em Petropolis, Natal cod:10104",R$ 1.700,"['3 quartos ', ' 232m² ', ' Condomínio: R$ 880 ', ' 2 vagas']",Petrópolis
979,"Apartamento com 3 dormitórios para alugar, 205 m² por R$ 4.000,00/mês - Petrópolis - Natal",R$ 4.000,"['3 quartos ', ' 205m² ', ' 2 vagas']",Petrópolis
980,Apartamento 4 quartos em Candelária,R$ 1.350,"['4 quartos ', ' 98m² ', ' Condomínio: R$ 950 ', ' 2 vagas']",Candelária
981,"Apartamento para alugar com 3 dormitórios em Candelária, Natal cod:AA-7192",R$ 1.000,"['3 quartos ', ' 120m² ', ' Condomínio: R$ 300 ', ' 1 vaga']",Candelária
982,Lindo apart vista mar mobiliado,,"['2 quartos ', ' 1 vaga']",Ponta Negra
983,Apart vista mar no porcelanato ,R$ 2.000,"['2 quartos ', ' 1 vaga']",Ponta Negra
984,LC - Apartamento mobiliado no Resid. Ondas do Mar em Ponta Negra!,R$ 2.899,"['3 quartos ', ' 70m² ', ' 1 vaga']",Ponta Negra
985,"Ayambra, com 1/4, mobiliado, sombra, em Natal/RN",R$ 1.000,"['1 quarto ', ' 36m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Rocas
986,"Ayambra Flat, 1/4, mobiliado, andar alto, com vista para o mar, em Natal/RN",R$ 1.050,"['1 quarto ', ' 36m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Rocas
987,LCAP - Excelente apartamento no residencial Spazio Beach,R$ 1.699,"['2 quartos ', ' 50m² ', ' 1 vaga']",Ponta Negra
988,LCFL0146 - Excelente flat mobiliado em Ponta Negra!,R$ 1.900,"['1 quarto ', ' 21m² ', ' 1 vaga']",Ponta Negra
989,Estrela do Atlântico disponível,R$ 318.000,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
990,Locação - Estrela do Atlântico,R$ 2.100,"['2 quartos ', ' 52m² ', ' 1 vaga']",Ponta Negra
991,Torre Coral - Ponta Negra,R$ 460.000,"['3 quartos ', ' 79m² ', ' 2 vagas']",Ponta Negra
992,"Alugo apartamento Spazio Andrier, Nova aurora, Intercite e mirantes da lagoa",R$ 1.000,"['2 quartos ', ' 1 vaga']",Pajuçara
993,Apartamento Consomínio Marie Galante - aluguel,R$ 2.200,"['3 quartos ', ' 98m² ', ' Condomínio: R$ 600 ', ' 3 vagas']",Candelária
994,Kitnets mobiliados em Ponta Negra ,,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
995,Apartamento no Tirol com 2 quartos + dependência,R$ 1.400,"['2 quartos ', ' 76m² ', ' 1 vaga']",Tirol
996,Alugo apto por temporada ou diária ,,"['2 quartos ', ' 57m² ', ' 2 vagas']",Ponta Negra
997,Apartamento 3/4 em capim macio próximo a Roberto Freir,R$ 1.000,"['3 quartos ', ' 100m² ', ' Condomínio: R$ 300 ', ' 1 vaga']",Capim Macio
998,Excelente oportunidade no Condomínio Terramaris,R$ 430.000,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
999,Residencial Áurea Guedes - Ponta Negra,R$ 319.000,"['3 quartos ', ' 67m² ', ' 2 vagas']",Ponta Negra
1000,"Locação no sunset da capuche r$ 1.300,00",R$ 1.300,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 1 ', ' 3 vagas']",Ponta Negra
1001,Res. Barro Vermelho,R$ 1.400,"['3 quartos ', ' 70m² ', ' 1 vaga']",Barro Vermelho
1002,"Portamaris, 2 unidades pra locação ",R$ 2.500,"['3 quartos ', ' 79m² ', ' 2 vagas']",Ponta Negra
1003,Repasso ou Alugo (PLANALTO),R$ 600,"['2 quartos ', ' 1 vaga']",Cidade da Esperança
1004,Excelente apartamento na Av. 9 Coronel Estevam,R$ 450,"['1 quarto ', ' 45m²']",Alecrim
1005,Flat em ponta negra (mensalista individual),R$ 800,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 0']",Ponta Negra
1006,Apartamento 3/4 em Candelária no Condomínio Residencial Themis,R$ 2.600,"['3 quartos ', ' 150m² ', ' 3 vagas']",Lagoa Nova
1007,Apartamento Ponta Negra sun set ,R$ 1.500,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 280 ', ' 1 vaga']",Ponta Negra
1008,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821195",R$ 1.102,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
1009,Alugo apartamento ,R$ 550,['1 quarto'],Neópolis
1010,Kitnet,,['1 quarto'],Lagoa Nova
1011,Apto 2 quartos com duas vagas ,R$ 2.100,"['2 quartos ', ' 59m² ', ' 2 vagas']",Tirol
1012,[KA-509] Aluga Kitnet - Nossa Senhora da Apresentação - Natal/RN,R$ 500,"['3 quartos ', ' 0m²']",Nossa Senhora da Apresentação
1013,Kitnet avenida jaguarari,R$ 400,['1 quarto'],Barro Vermelho
1014,Apartamento - Candelária (Mobiliado),,"['2 quartos ', ' 0m²']",Candelária
1015,Apartamento duplex mobiliado,R$ 1.350,"['2 quartos ', ' 110m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1016,Residencial Frederich chopin; 4 suítes; 289m²; 3 vagas; em Candelária,R$ 5.000,"['4 quartos ', ' 289m² ', ' 3 vagas']",Candelária
1017,Excelente apartamento no Potengi/Redinha,R$ 500,"['2 quartos ', ' 52m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Redinha
1018,Condomínio Estrela do Atlântico - Andar Alto,R$ 310.000,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
1019,"Excelente Apartamento 3/4 com 123m² em Candelária na Av. Jaguarari , Cond Golden Green",R$ 2.800,"['3 quartos ', ' 123m² ', ' 2 vagas']",Candelária
1020,Ap em Lagoa Nova,R$ 1.500,"['2 quartos ', ' 53m² ', ' 1 vaga']",Lagoa Nova
1021,Estrela do Atlântico (Apartamentos de 2 Quartos em Ponta Negra-RN),R$ 2.100,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
1022,Residencial Estrela do Atlântico (Mobiliado),R$ 2.100,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
1023,Apartamento mobiliado,R$ 1.300,"['3 quartos ', ' 78m² ', ' Condomínio: R$ 500 ', ' 1 vaga']",Tirol
1024,"Apartamento para alugar com 3 dormitórios em Nova descoberta, Natal cod:789831",R$ 800,"['3 quartos ', ' 80m² ', ' Condomínio: R$ 290 ', ' 1 vaga']",Nova Descoberta
1025,"Apartamentos com 1 e 2 quartos mobiliados, com vista pro mar, a partir de $ 3.000/mês - Po",R$ 3.000,"['1 quarto ', ' 60m² ', ' 1 vaga']",Ponta Negra
1026,Alugo Residencial Olimpo Capim Macio ,R$ 1.600,"['2 quartos ', ' 62m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Capim Macio
1027,Alugo apartamento no Condomínio Biarritz,R$ 1.600,"['3 quartos ', ' 67m² ', ' 1 vaga']",Lagoa Nova
1028,"Apartamento com 3 dormitórios para alugar, 70 m² por R$ 1.000,00/mês - Capim Macio - Natal",R$ 1.000,"['3 quartos ', ' 70m²']",Capim Macio
1029,Alugo apartamento de 3 quartos e 2 vagas de garagem no Central Park Condomínio Clube,R$ 1.950,"['3 quartos ', ' 75m² ', ' 2 vagas']",Neópolis
1030,Cond. Luciano Barros,R$ 4.500,"['3 quartos ', ' 100m² ', ' Condomínio: R$ 600 ', ' 2 vagas']",Petrópolis
1031,Alugue flat mobiliado em ponta negra no Dolce Vitta 2,R$ 1.600,"['1 quarto ', ' 32m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1032,Aluga-se apto no cond. Santos Reis. Na Praia do Meio com vista para o mar 1.300reais,R$ 1.300,"['3 quartos ', ' 80m² ', ' 2 vagas']",Praia do Meio
1033,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821196",R$ 1.102,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
1034,Alugo Apto de 80m² - 3/4 (sendo 1 escritório) - Av. Antônio Basílio - R$ 950 incluso taxas,R$ 950,"['3 quartos ', ' 80m² ', ' 1 vaga']",Dix-Sept Rosado
1035,Apto Antigo Hotel Residence - Salgado Filho - Lagoa Nova,R$ 800,"['1 quarto ', ' 0m²']",Lagoa Nova
1036,Vivace Candelária,R$ 1.000,"['2 quartos ', ' 58m² ', ' Condomínio: R$ 600']",Candelária
1037,Locação - Apartamento de 2 quartos no Villa Park ,R$ 1.400,"['2 quartos ', ' 55m² ', ' 1 vaga']",Ponta Negra
1038,Apartamentos de 2 Quartos em Ponta Negra,R$ 315.000,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
1039,"Kitnet em Mirassol, próximo a UFRN",R$ 500,"['1 quarto ', ' 22m²']",Capim Macio
1040,AP no Bairro Latino,R$ 1.200,"['4 quartos ', ' 89m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Candelária
1041,Locação de apartamento mobiliado! 3 Suites,R$ 3.500,"['3 quartos ', ' 0m² ', ' 2 vagas']",Ponta Negra
1042,Apartamento pra alugar,R$ 1.000,"['2 quartos ', ' 1 vaga']",Candelária
1043,Residencial na Praia de Ponta Negra-RN,R$ 314.900,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
1044,"Alugo Novo Apartamento no Edifício Residencial Sebastiano Ricci, Candelária, Natal, RN",R$ 4.200,"['4 quartos ', ' 135m² ', ' 3 vagas']",Lagoa Nova
1045,Locação - Villa Park,R$ 1.400,"['2 quartos ', ' 54m² ', ' 1 vaga']",Ponta Negra
1046,Apto Mobiliado 2 suítes - Frente Mar excelente localização ,R$ 2.200,"['2 quartos ', ' 55m² ', ' 1 vaga']",Ponta Negra
1047,Alugo Apartamento mobiliado 2 dormitórios - Próximo Engenheiro R.Freire,R$ 1.603,"['2 quartos ', ' 67m² ', ' 1 vaga']",Capim Macio
1048,AP0401 Apartamento Residencial / Lagoa Nova,R$ 2.999,"['3 quartos ', ' 130m² ', ' 3 vagas']",Lagoa Nova
1049,Alugo Flat ou Apto com Possibilidade  de Relocação ,,"['2 quartos ', ' 50m² ', ' 1 vaga']",Capim Macio
1050,Alugo Apartamento em Ótima Localização - Residencial Olimpo,R$ 1.600,"['2 quartos ', ' 60m² ', ' 1 vaga']",Capim Macio
1051,Apartamento a 200mt da Engenheiro Roberto Freire - Alugo 2 quartos,R$ 1.599,"['2 quartos ', ' 67m² ', ' 1 vaga']",Capim Macio
1052,Apto 2/4 sendo uma suíte noTirol- Próximo a AABB,R$ 900,"['2 quartos ', ' 1 vaga']",Tirol
1053,ALUGO ESTRELA DO ATLÂNTICO ,R$ 2.280,"['2 quartos ', ' 59m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1054,Apartamentos de 2 Quartos em Ponta Negra-RN (Apartamento Mobiliado),R$ 2.400,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
1055,"ALUGO APTO 2/4 em PONTA NEGRA - R$ 1.400,00 (tudo incluso)",R$ 1.450,"['2 quartos ', ' 54m²']",Ponta Negra
1056,Apartamento na melhor localização de candelaria ,R$ 1.650,"['3 quartos ', ' 94m² ', ' 2 vagas']",Candelária
1057,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821194",R$ 1.103,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
1058,Apartamento mobiliado em excelente localização ,R$ 1.200,"['2 quartos ', ' 54m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Capim Macio
1059,Apartamento lindo!,R$ 2.200,"['2 quartos ', ' 1 vaga']",Lagoa Nova
1060,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821185",R$ 1.104,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
1061,Condomínio Abbott Galvão; 4 suítes; 190m²; 2 vagas; Tirol,R$ 4.390,"['5 ou mais quarto ', ' 190m² ', ' 2 vagas']",Tirol
1062,Condomínio Brasil império; 3 quartos; 95m²; 2 vagas; na Av. Amintas Barros,R$ 3.200,"['3 quartos ', ' 95m² ', ' 2 vagas']",Lagoa Nova
1063,Temporada ,R$ 350,"['2 quartos ', ' 72m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1064,"Apartamento com 3 dormitórios para alugar, 116 m² por R$ 2.500/mês - Lagoa Nova - Natal/RN",R$ 3.500,"['3 quartos ', ' 116m²']",Lagoa Nova
1065,"Apartamento para alugar, 57 m² por R$ 2.500,00/mês - Areia Preta - Natal/RN",R$ 2.500,"['2 quartos ', ' 57m² ', ' 1 vaga']",Areia Preta
1066,"Apartamento com 4 dormitórios para alugar, 198 m² por R$ 3.700,00/mês - Lagoa Nova - Natal",R$ 3.700,"['4 quartos ', ' 198m² ', ' 3 vagas']",Lagoa Nova
1067,"Flat para alugar, 50 m² por R$ 200,00/dia - Ponta Negra - Natal/RN",R$ 200,"['1 quarto ', ' 50m²']",Ponta Negra
1068,"Apartamento com 2 dormitórios para alugar, 54 m² por R$ 3.000,00/mês - Ponta Negra - Natal",R$ 3.000,"['2 quartos ', ' 54m²']",Ponta Negra
1069,"Apartamento para alugar, 250 m² por R$ 4.300,00/mês - Candelária - Natal/RN",R$ 4.300,"['4 quartos ', ' 250m² ', ' 3 vagas']",Candelária
1070,"Apartamento com 2 dormitórios para alugar, 56 m² por R$ 1.300,00/mês - Ribeira - Natal/RN",R$ 1.300,"['2 quartos ', ' 56m² ', ' 1 vaga']",Ribeira
1071,"Apartamento para alugar, 85 m² por R$ 1.500,00/mês - Neópolis - Natal/RN",R$ 1.500,"['3 quartos ', ' 85m² ', ' 1 vaga']",Neópolis
1072,"Cobertura com 2/4 para alugar, 119 m² por R$ 2.400/mês - Lagoa Nova - Natal/RN",R$ 2.400,"['2 quartos ', ' 119m² ', ' 2 vagas']",Lagoa Nova
1073,"Apartamento com 4 dormitórios para alugar, 190 m² por R$ 4.376,00/mês - Tirol - Natal/RN",R$ 4.376,"['4 quartos ', ' 190m² ', ' 2 vagas']",Tirol
1074,"Apartamento com 2 dormitórios para alugar, 67 m² por R$ 1.250,00/mês - Candelária - Natal/",R$ 1.250,"['2 quartos ', ' 67m² ', ' 2 vagas']",Candelária
1075,"Apartamento com 1 dormitório para alugar, 55 m² por R$ 1.790,00/mês - Capim Macio - Natal/",R$ 1.790,"['1 quarto ', ' 55m² ', ' 2 vagas']",Capim Macio
1076,"Apartamento mobiliado com 2 dormitórios para alugar, 53 m² por R$ 1.500 - Lagoa Nova - Nat",R$ 1.500,"['2 quartos ', ' 53m² ', ' 1 vaga']",Lagoa Nova
1077,"Apartamento com 4 dormitórios para alugar, 140 m² por R$ 1.680,00/mês - Lagoa Nova - Natal",R$ 1.680,"['4 quartos ', ' 140m² ', ' 2 vagas']",Lagoa Nova
1078,"Apartamento com 2 dormitórios para alugar, 55 m² por R$ 2.300,00/mês - Candelária - Natal/",R$ 2.300,"['2 quartos ', ' 55m² ', ' 1 vaga']",Candelária
1079,"Apartamento com 1 dormitório para alugar, 34 m² por R$ 1.200,00/mês - Ponta Negra - Natal/",R$ 1.200,"['1 quarto ', ' 34m² ', ' 1 vaga']",Ponta Negra
1080,"Apartamento com 2 dormitórios para alugar, 70 m² por R$ 2.000/mês - Ponta Negra - Natal/RN",R$ 2.000,"['2 quartos ', ' 70m² ', ' 1 vaga']",Ponta Negra
1081,Flat para Locação em Ponta Negra - Hospedagem por Temporada,R$ 200,"['2 quartos ', ' 53m²']",Ponta Negra
1082,"Apartamento com 4 dormitórios para alugar, 214 m² por R$ 4.000,00/mês - Lagoa Nova - Natal",R$ 4.000,"['4 quartos ', ' 214m² ', ' Condomínio: R$ 1.800 ', ' 5 ou mais vaga']",Lagoa Nova
1083,"Apartamento com 5 dormitórios para alugar, 240 m² por R$ 5.000,00 - Lagoa Nova - Natal/RN",R$ 5.000,"['5 ou mais quarto ', ' 240m² ', ' 3 vagas']",Lagoa Nova
1084,Aluga-se Quitinetes em Mirassol ,R$ 650,"['1 quarto ', ' 25m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Capim Macio
1085,"Apartamento com 2 dormitórios para alugar, 75 m² por R$ 1.250,00/mês - Neópolis - Natal/RN",R$ 1.250,"['2 quartos ', ' 75m² ', ' 1 vaga']",Neópolis
1086,"Apartamento com 2 dormitórios para alugar, 56 m² por R$ 1.300/mês - Ribeira - Natal/RN",R$ 1.300,"['2 quartos ', ' 56m² ', ' 1 vaga']",Ribeira
1087,Apartº em Petropolis- 4 quartos- 280m²,R$ 4.400,"['4 quartos ', ' 280m² ', ' 2 vagas']",Petrópolis
1088,Parque cidade jardim para alugar - 3 quartos sendo 1 suíte,R$ 1.800,"['3 quartos ', ' 76m² ', ' Condomínio: R$ 350 ', ' 1 vaga']",Capim Macio
1089,Parque cidade Jardim 3 quartos sendo 1 suíte com 2 vagas - aluguel,R$ 1.900,"['3 quartos ', ' 76m² ', ' Condomínio: R$ 350 ', ' 2 vagas']",Capim Macio
1090,Traga a sua mudança agora pra Ponta negra,R$ 1.500,"['2 quartos ', ' 1 vaga']",Ponta Negra
1091,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821179",R$ 1.006,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
1092,Duna Barcane Mobiliado 2200,R$ 2.200,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1093,"Apartamento para locação 100% mobiliado, 3 quartos no Condominio Portamaris em Ponta Negra",R$ 4.300,"['3 quartos ', ' 79m² ', ' 2 vagas']",Ponta Negra
1094,"Alugo Apartamento mobiliado de frente pro mar, 282m² no Infinity, Areia Preta-RN",R$ 10.000,"['4 quartos ', ' 282m² ', ' 4 vagas']",Areia Preta
1095,ALUGO Apartamento Res OLIMPO  CL5787,R$ 1.599,"['3 quartos ', ' 70m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Capim Macio
1096,"Apartamento para Locação em Natal, Ponta Negra, 3 dormitórios, 1 suíte, 2 banheiros, 2 vag",R$ 3.200,"['3 quartos ', ' 110m² ', ' 2 vagas']",Ponta Negra
1097,Alugo Apto de 80m² - 3/4 (sendo 1 escritório) - Av. Antônio Basílio - R$ 950 incluso taxas,R$ 952,"['3 quartos ', ' 80m² ', ' 1 vaga']",Dix-Sept Rosado
1098,Apartamento top 2/4 com suite em ponta negra,R$ 1.500,"['2 quartos ', ' 1 vaga']",Ponta Negra
1099,Lindo apartamento em ponta negra,R$ 1.200,"['2 quartos ', ' 63m² ', ' 1 vaga']",Capim Macio
1100,Locação de um belo apartamento beira mar,R$ 4.200,"['3 quartos ', ' 200m² ', ' 2 vagas']",Areia Preta
1101,"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:3509",R$ 480,"['1 quarto ', ' 12m² ', ' Condomínio: R$ 80']",Alecrim
1102,Aluga-se apto cond. Ilhas Gregas em Capim Macio valor R$ 1.300reais,R$ 1.300,"['2 quartos ', ' 55m² ', ' 1 vaga']",Capim Macio
1103,"Aluga-se apto no cond  Jardim Satelite, com 2 quartos, sala, valor R$750reais ",R$ 750,"['2 quartos ', ' 55m² ', ' 1 vaga']",Pitimbu
1104,"Apartamento com 1 quarto, para alugar, 35 m2, mensalidade Rs 800",R$ 800,"['1 quarto ', ' 35m²']",Capim Macio
1105,alugo ap em Neópolis.  Com 2/4. Porto do alto,R$ 1.500,"['2 quartos ', ' 60m² ', ' 1 vaga']",Neópolis
1106,Ótimo apto 3/4 vista mar ,R$ 2.600,"['3 quartos ', ' 117m² ', ' 2 vagas']",Capim Macio
1107,Apartamento de 3 quartos no Condomínio Terramaris,R$ 440.000,"['3 quartos ', ' 79m² ', ' 2 vagas']",Ponta Negra
1108,Spazzio privilege alugar anual,R$ 1.750,"['2 quartos ', ' 55m² ', ' 1 vaga']",Ponta Negra
1109,Residencial Estrela do Atlântico - Apartamento de 2 quartos em Ponta Negra,R$ 2.200,"['2 quartos ', ' 59m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1110,Estrela do Atlântico (Mobiliado - 12° Anadar),R$ 2.400,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
1111,Alugo apto,,['1 quarto'],Cidade Alta
1112,Alugo apartamento no Condomínio Bellagio em Lagoa Nova ,R$ 2.400,"['3 quartos ', ' 90m² ', ' 2 vagas']",Alecrim
