NOME,ENDERECO,QUARTOS,VAGAS,CONDOMINIO,AREA,VALOR
"Apartamento para alugar em Capim Macio, 2 quartos, 56m²",Capim Macio,2,1,0,56,1600.0
"Apartamento com 4 dormitórios para alugar, 100 m² - Capim Macio - Natal/RN",Capim Macio,4,2,0,100,2200.0
"Apartamento para Locação em Natal, Lagoa Nova, 3 dormitórios, 1 suíte, 2 banheiros",Lagoa Nova,3,0,0,105,1800.0
"Apartamento para Locação em Natal, Capim Macio, 3 suítes, 4 banheiros, 2 vagas",Capim Macio,1,2,0,145,3300.0
Apartamento com 176m² em Lagoa Nova - Bem Proximo a Faculdade UNP,Lagoa Nova,3,3,0,176,3994.0
Apartamento com 55m² 2Qts 1Suite em Ponta Negra - Todas Taxas Inclusas,Ponta Negra,2,0,0,55,1540.0
Apartamento-Quitinete-para-Aluguel-em-Ponta-Negra-Natal-RN,Ponta Negra,1,1,0,0,870.0
"Apartamento para alugar com 1 dormitórios em Alecrim, Natal cod:AA-7158",Barro Vermelho,1,1,10,40,700.0
Para Locação em Ponta Negra - 2Qts 1Suite - Facil Acesso a Praia,Ponta Negra,2,1,0,55,1539.0
"Kitnet com 1 dormitório para alugar, 30 m² - Capim Macio - Natal/RN - KN0010",Capim Macio,1,0,0,30,750.0
Alugo apartamento mobiliado- Blue Ocean -Andar Alto,Ponta Negra,2,1,0,57,2100.0
Aluga-se Apto com 176m² em Lagoa Nova - 4Dormitorios - Taxas Inclusas,Lagoa Nova,4,3,0,176,3993.0
Aluga-se Apto em Ponta Negra - 2Qts 1Suite - facil acesso a praia - Oferta!,Ponta Negra,2,1,0,56,1537.0
Apartamento em Capim Macio com 2 quartos sendo 1 suíte.,Capim Macio,2,1,0,55,1700.0
"Apartamento com 3 dormitórios para alugar por R$ 2.700,00/mês - Lagoa Nova - Natal/RN",Lagoa Nova,3,2,0,0,2700.0
"Apartamento para alugar com 2 dormitórios em Ponta negra, Natal cod:AP1423",Ponta Negra,2,1,0,46,1300.0
Kit Net no Barro Vermelho disponível,Barro Vermelho,1,0,0,18,600.0
Apartamento em Lagoa Nova - 176m² - Tipo Duplex 4Dormitorios Txs Inclusas,Lagoa Nova,4,3,0,176,3991.0
Apto em Ponta Negra - Facil acesso a Praia - 2Quartos 1Suites Taxas Inclusas,Ponta Negra,2,0,0,57,1536.0
